clean_item_name,year,month,location,total_sales,transactions,total_quantity_sold,average_base_price,median_base_price
Parts and Labor,2021,3,The Dram Shop Central,54.0,4,4.0,18.0,18.0
Patatino Nouveau,2021,3,The Dram Shop Front St.,26.0,1,1.0,26.0,26.0
Pattern That Connects NEIPA,2021,3,The Dram Shop Front St.,17.81,5,5.0,3.75,3.75
Peaches and Penumbras,2021,3,The Dram Shop Front St.,375.3,31,36.0,11.24,10.0
Pear Cider,2021,3,The Dram Shop Central,921.57,131,194.0,4.92,4.5
Pet-Nat of Colombard,2021,3,The Dram Shop Central,43.0,2,2.0,21.5,21.5
Phone Home Peanut Butter Cup Porter,2021,3,The Dram Shop Central,307.47,45,58.0,5.32,5.5
Pilsner,2021,3,The Dram Shop Front St.,1035.62,129,195.0,5.57,5.5
Pineapple Express,2021,3,The Dram Shop Front St.,128.43,17,25.0,5.26,5.5
Pinot Grigio,2021,3,The Dram Shop Central,308.1,33,48.0,6.44,6.5
Pinot Noir,2021,3,The Dram Shop Central,655.14,46,75.0,9.59,8.0
Pinot Noir,2021,3,The Dram Shop Front St.,142.0,10,16.0,8.87,8.0
Porter,2021,3,The Dram Shop Front St.,119.25,22,22.0,5.53,5.0
Powell IPA,2021,3,The Dram Shop Central,24.6,4,5.0,5.5,5.5
Praga Pilsner,2021,3,The Dram Shop Front St.,21.5,4,7.0,3.69,2.25
Prairie Dog PetNat Cider,2021,3,The Dram Shop Central,51.56,3,3.0,18.75,18.75
Primo Senso,2021,3,The Dram Shop Front St.,19.31,1,1.0,25.75,25.75
Quadrophonic,2021,3,The Dram Shop Front St.,252.76,28,33.0,8.06,7.5
Queen Of Hearts,2021,3,The Dram Shop Central,45.84,5,8.0,5.9,5.5
Rainbows and Unicorns,2021,3,The Dram Shop Central,538.62,62,94.0,6.47,6.5
Rainier,2021,3,The Dram Shop Front St.,6.5,1,1.0,6.5,6.5
Ravalli Irish Red,2021,3,The Dram Shop Central,536.6,80,116.0,4.68,4.5
Razzu Raspberry Wheat,2021,3,The Dram Shop Front St.,371.2,62,81.0,4.75,4.5
Red Blend,2021,3,The Dram Shop Central,403.87,35,55.0,7.94,7.0
Revival Apple,2021,3,The Dram Shop Central,71.54,13,15.0,4.83,5.0
Robot Panda Hazy IPA,2021,3,The Dram Shop Front St.,129.98,20,25.0,5.38,5.5
Rosabul Rose' of Pet-Nat,2021,3,The Dram Shop Front St.,28.5,1,1.0,28.5,28.5
Rosado de Uva País Onda Brava,2021,3,The Dram Shop Front St.,46.0,2,2.0,23.0,23.0
Rose' of Dolcetto,2021,3,The Dram Shop Central,97.15,7,12.0,8.5,8.5
Rupture,2021,3,The Dram Shop Central,283.82,52,70.0,4.6,4.5
Sacrilege Sour Cherry,2021,3,The Dram Shop Central,376.32,59,87.0,4.66,4.5
Saison,2021,3,The Dram Shop Front St.,13.5,2,2.0,6.75,4.5
Salal Berry Tempranillo Barrel Aged Sour,2021,3,The Dram Shop Front St.,36.0,3,3.0,12.0,12.0
Salmon Fly Honey Rye,2021,3,The Dram Shop Central,600.01,85,128.0,4.75,4.5
Salted Caramel Stout,2021,3,The Dram Shop Central,13.13,3,4.0,3.5,3.5
Sangiovese,2021,3,The Dram Shop Front St.,439.75,44,60.0,9.91,9.5
Sauvignon Blanc,2021,3,The Dram Shop Front St.,337.5,26,42.0,8.38,8.0
SeekOut Raspberry + Meyer Lemon Seltzer,2021,3,The Dram Shop Central,75.0,12,29.0,3.06,4.0
Seekout Clementine + Grapefruit Seltzer,2021,3,The Dram Shop Central,42.5,10,16.0,2.91,2.0
Seekout Seltzer,2021,3,The Dram Shop Front St.,69.5,12,35.0,2.0,2.0
Shady NEIPA,2021,3,The Dram Shop Central,442.31,58,80.0,5.83,5.5
Sidra Espumante 2018,2021,3,The Dram Shop Central,187.49,25,31.0,6.28,6.5
Sidra Natural,2021,3,The Dram Shop Front St.,187.21,32,39.0,5.0,5.0
Sigrid Rustic Belgian Style Quad Ale,2021,3,The Dram Shop Central,55.5,3,3.0,18.5,18.5
Single Hop Pale,2021,3,The Dram Shop Front St.,109.5,20,23.0,5.15,4.5
Sippin Pretty,2021,3,The Dram Shop Front St.,387.58,60,86.0,4.65,4.5
Sky Kraken Hazy Pale Ale,2021,3,The Dram Shop Central,10.97,5,6.0,2.0,2.0
Sky Kraken Hazy Pale Ale,2021,3,The Dram Shop Front St.,14.5,6,8.0,2.0,2.0
Slightly Mighty IPA,2021,3,The Dram Shop Central,173.95,26,36.0,4.93,5.0
Slightly Mighty IPA,2021,3,The Dram Shop Front St.,359.79,57,79.0,4.96,5.0
Slow Elk,2021,3,The Dram Shop Central,29.38,6,6.0,5.0,5.0
Solarized Yuzu Double IPA,2021,3,The Dram Shop Front St.,29.25,5,8.0,4.2,2.75
Solera Sour,2021,3,The Dram Shop Front St.,198.63,26,36.0,6.12,6.0
Soops Joos,2021,3,The Dram Shop Front St.,550.99,83,107.0,5.26,5.0
Sour Soul Vol. 2,2021,3,The Dram Shop Central,265.72,31,39.0,7.15,7.0
Space Camper Hazy IPA,2021,3,The Dram Shop Central,231.48,37,53.0,4.77,4.5
Space Danger,2021,3,The Dram Shop Central,178.95,36,47.0,4.52,4.5
Space Danger IPA,2021,3,The Dram Shop Front St.,5.5,3,3.0,2.0,2.0
Sparkling Rose,2021,3,The Dram Shop Central,36.75,2,2.0,21.0,21.0
Squeezy Rider,2021,3,The Dram Shop Central,282.05,52,71.0,5.23,5.0
St. Bernardus Abt 12 Quadruple,2021,3,The Dram Shop Central,30.0,2,2.0,15.0,15.0
Star Valley IPA,2021,3,The Dram Shop Front St.,511.0,80,123.0,4.47,4.5
Stay West IPA,2021,3,The Dram Shop Front St.,389.16,48,73.0,6.51,6.0
Stone IPA,2021,3,The Dram Shop Central,334.94,44,76.0,4.55,4.5
Stoner Fruit Apricot Sour,2021,3,The Dram Shop Central,27.88,4,6.0,5.0,4.5
Strata Cloud Curtain Hazy Double IPA,2021,3,The Dram Shop Central,39.01,5,7.0,5.75,5.75
Strata Cloud Curtain Hazy Double IPA,2021,3,The Dram Shop Front St.,5.75,1,1.0,5.75,5.75
Strawberry Wheat,2021,3,The Dram Shop Central,477.1,59,100.0,5.06,4.5
Super Pils,2021,3,The Dram Shop Central,559.06,78,124.0,4.75,4.5
Super Pils,2021,3,The Dram Shop Front St.,312.51,52,71.0,4.69,4.5
Sweet + Salty Stout with Maple Syrup,2021,3,The Dram Shop Central,37.12,6,8.0,5.5,5.5
Sweets Fruited Berliner Weisse,2021,3,The Dram Shop Central,18.71,3,3.0,6.67,6.0
Symbiosis,2021,3,The Dram Shop Central,21.5,1,1.0,21.5,21.5
Symbiosis,2021,3,The Dram Shop Front St.,21.5,1,1.0,21.5,21.5
Tecate,2021,3,The Dram Shop Front St.,1.12,1,1.0,1.5,1.5
Tendu Vermentino,2021,3,The Dram Shop Central,76.5,8,9.0,8.5,8.5
Thick Haze IPA,2021,3,The Dram Shop Front St.,94.11,17,20.0,5.29,4.5
Thor Double IPA,2021,3,The Dram Shop Central,88.5,11,15.0,6.67,7.0
Three Otters Rose' of Pinot Noir,2021,3,The Dram Shop Front St.,248.0,14,26.0,9.74,9.5
Tiamo Pinot Grigio,2021,3,The Dram Shop Front St.,227.5,24,35.0,6.5,6.5
Tiamo Prosecco,2021,3,The Dram Shop Central,17.0,1,3.0,6.0,5.0
"Toscano Rosso IGT ""Monteleccio""",2021,3,The Dram Shop Front St.,27.0,1,1.0,27.0,27.0
Tour de Rose',2021,3,The Dram Shop Central,21.0,1,1.0,21.0,21.0
Twilight Trance Imperial Red,2021,3,The Dram Shop Central,642.25,59,79.0,8.48,7.0
Twisted Karma Raspberry Sour,2021,3,The Dram Shop Front St.,15.0,4,4.0,3.75,3.75
Une Tranche Made in Chenas,2021,3,The Dram Shop Front St.,66.0,3,3.0,22.0,22.0
Unfiltered Organic Amber,2021,3,The Dram Shop Front St.,51.5,5,10.0,5.15,4.5
Vanilla Porter,2021,3,The Dram Shop Front St.,423.3,74,84.0,5.37,5.0
Vieux Bois Lambic Raspberry,2021,3,The Dram Shop Central,442.81,60,77.0,5.82,5.5
Vigneto San Vito Orsi Sui Lieviti,2021,3,The Dram Shop Front St.,17.25,1,1.0,23.0,23.0
Vindemiatrix,2021,3,The Dram Shop Central,16.5,1,1.0,22.0,22.0
Vindemiatrix,2021,3,The Dram Shop Front St.,66.0,4,4.0,22.0,22.0
Viva La Pineapple!,2021,3,The Dram Shop Front St.,17.26,4,6.0,3.0,3.0
Vixen Sour,2021,3,The Dram Shop Front St.,315.59,44,47.0,6.87,6.5
Wabi Sabi Red,2021,3,The Dram Shop Central,353.84,48,56.0,9.44,8.5
Weihenstephaner Hefe Weissbier,2021,3,The Dram Shop Central,12.38,2,3.0,4.5,4.5
Weissbier,2021,3,The Dram Shop Central,417.65,56,89.0,5.03,5.0
What Rough Beast Hazy,2021,3,The Dram Shop Central,48.93,8,12.0,4.5,3.75
White Stout,2021,3,The Dram Shop Front St.,19.25,3,4.0,5.5,5.5
Why Try So Hard Skin Contact Verdehlo Blend,2021,3,The Dram Shop Front St.,151.9,5,5.0,31.0,31.0
Wild Nature Pinot Gris,2021,3,The Dram Shop Front St.,25.5,1,1.0,34.0,34.0
Willet Whiskey Barrel Aged Imperial Stout,2021,3,The Dram Shop Front St.,40.43,5,8.0,5.5,5.5
Winter Abbey,2021,3,The Dram Shop Front St.,166.06,29,34.0,5.29,5.0
Wittekerke Wild,2021,3,The Dram Shop Central,2.62,1,1.0,3.5,3.5
Xino Xano Berliner Weisse,2021,3,The Dram Shop Central,32.0,2,2.0,16.0,16.0
Yaak Attack IPA,2021,3,The Dram Shop Front St.,319.33,52,67.0,5.33,5.0
"|Z Grenache Noir Swick Wines - Columbia Valley, Washington / 2019| Grenache Noir | Swick Wines | 2019 |",2021,3,The Dram Shop Front St.,38.5,2,2.0,22.0,22.0
¡Viva La Pineapple!,2021,3,The Dram Shop Front St.,959.59,90,132.0,7.55,6.5
2021! American Hazy,2021,2,The Dram Shop Front St.,494.33,70,91.0,5.82,5.5
2x4 Double IPA,2021,2,The Dram Shop Front St.,409.86,40,52.0,7.95,6.0
60 Minute IPA,2021,2,The Dram Shop Front St.,160.74,23,36.0,4.92,5.0
Accumulation,2021,2,The Dram Shop Central,85.93,14,17.0,5.58,4.5
Ace of Clubs,2021,2,The Dram Shop Central,174.53,18,24.0,7.28,6.5
Ace of Hearts Imperial Red Ale,2021,2,The Dram Shop Front St.,5.5,1,1.0,5.5,5.5
African Amber,2021,2,The Dram Shop Central,315.22,50,70.0,4.63,4.5
Albarino,2021,2,The Dram Shop Central,72.25,6,9.0,8.09,7.5
Alchemy New England Pale Ale,2021,2,The Dram Shop Central,29.31,4,6.0,5.25,4.75
Alchemy New England Pale Ale,2021,2,The Dram Shop Front St.,85.5,14,18.0,4.75,4.75
All Rise DDH New England Double IPA,2021,2,The Dram Shop Central,45.5,8,9.0,6.25,6.0
Alt Dunkel,2021,2,The Dram Shop Central,4.0,1,1.0,4.0,4.0
Alternating Currant Juicy IPA,2021,2,The Dram Shop Central,3.38,1,1.0,4.5,4.5
Alternating Currant Juicy IPA,2021,2,The Dram Shop Front St.,13.5,2,3.0,4.5,4.5
Angle of Repose Rose,2021,2,The Dram Shop Front St.,23.0,1,1.0,23.0,23.0
Arcese,2021,2,The Dram Shop Front St.,19.5,1,1.0,19.5,19.5
Ateliers Raspail Sauv Blanc,2021,2,The Dram Shop Central,484.0,34,61.0,7.96,7.5
Ayinger Jahrhundert Bier,2021,2,The Dram Shop Front St.,70.0,1,20.0,3.5,3.5
B-Bomb Barrel Aged Winter Ale,2021,2,The Dram Shop Front St.,20.0,2,2.0,10.0,10.0
Banana Maple Syrup Sour,2021,2,The Dram Shop Front St.,561.74,87,101.0,5.58,6.0
Barbera,2021,2,The Dram Shop Central,78.38,3,5.0,16.5,16.5
Barley Ridge Nut Brown,2021,2,The Dram Shop Front St.,38.25,9,10.0,4.05,4.5
Barrel Aged Abominable,2021,2,The Dram Shop Front St.,93.16,12,12.0,7.79,6.5
Barrel Aged Badfinger Imp Stout,2021,2,The Dram Shop Central,317.51,45,53.0,6.29,5.5
Barrel Aged Baltic Porter,2021,2,The Dram Shop Central,40.0,2,2.0,20.0,15.0
Berry Gose,2021,2,The Dram Shop Front St.,96.0,12,15.0,6.4,6.0
Big Little Thing,2021,2,The Dram Shop Front St.,22.25,4,5.0,4.9,4.5
Bitburger Pilsner,2021,2,The Dram Shop Central,30.0,3,10.0,3.0,3.0
Bittersweet Imperial Coffee Stout,2021,2,The Dram Shop Front St.,124.24,22,24.0,5.26,5.5
Black Steer's Tookus,2021,2,The Dram Shop Central,12.94,3,3.0,5.75,5.0
Blackberry Black Tea Sour,2021,2,The Dram Shop Front St.,565.83,65,88.0,6.64,5.5
Blackfoot Brewers Reserve Scotch Barrel Aged Baltic Porter,2021,2,The Dram Shop Central,30.0,2,2.0,15.0,15.0
Blackfoot Single Malt IPA,2021,2,The Dram Shop Central,1380.39,140,227.0,6.22,5.5
Blackfoot Single Malt IPA,2021,2,The Dram Shop Front St.,1448.15,140,238.0,6.27,5.5
Bliss Apricot & Brett,2021,2,The Dram Shop Front St.,8.5,1,1.0,8.5,8.5
Botijo Rojo - Garnacha,2021,2,The Dram Shop Central,282.88,24,31.0,9.54,6.5
Bourbon Barrel Aged Abominable,2021,2,The Dram Shop Central,216.0,22,23.0,9.59,9.0
Bourbon Barrel Aged Dark Star,2021,2,The Dram Shop Front St.,382.97,37,42.0,9.17,10.0
Bourbon County Brand Special #4 Stout,2021,2,The Dram Shop Central,27.0,1,1.0,27.0,27.0
Bourbon County Brand Special #4 Stout,2021,2,The Dram Shop Front St.,25.0,1,1.0,25.0,25.0
Breakside India Golden Ale Double,2021,2,The Dram Shop Front St.,14.75,1,1.0,14.75,14.75
Brewmasters Wild Tripel,2021,2,The Dram Shop Central,16.0,1,1.0,16.0,16.0
Bring It! Red Blend,2021,2,The Dram Shop Central,34.12,2,2.0,19.5,19.5
Bring It! Red Blend,2021,2,The Dram Shop Front St.,107.25,6,7.0,19.5,19.5
Burgenland Osterreich Red,2021,2,The Dram Shop Front St.,18.0,1,1.0,18.0,18.0
Burnt Fork Scotch Ale,2021,2,The Dram Shop Central,139.69,26,32.0,4.68,4.5
CBS,2021,2,The Dram Shop Central,503.81,49,63.0,8.32,9.0
Cabernet Sauvignon,2021,2,The Dram Shop Central,429.33,38,54.0,9.31,7.5
Cactus Attactus,2021,2,The Dram Shop Central,4.5,1,1.0,4.5,4.5
Calendas Tempranillo Garnacha blend,2021,2,The Dram Shop Central,36.0,3,3.0,12.0,12.0
Camp Misery Imperial Stout,2021,2,The Dram Shop Front St.,153.0,19,19.0,8.36,6.5
Campfire Stout,2021,2,The Dram Shop Central,197.25,25,29.0,7.15,6.0
Campfire Stout,2021,2,The Dram Shop Front St.,15.0,2,4.0,3.75,3.75
Carlsberg Lager,2021,2,The Dram Shop Central,983.78,123,197.0,5.66,5.5
Chai Milk Stout,2021,2,The Dram Shop Central,75.49,9,14.0,5.5,5.5
Chair 4 IPA,2021,2,The Dram Shop Front St.,32.57,6,8.0,4.5,4.5
Chardonnay Barrel Aged Saison,2021,2,The Dram Shop Front St.,90.31,14,20.0,5.11,5.0
Cherry Chocolate Vanilla,2021,2,The Dram Shop Central,22.5,4,4.0,6.0,6.0
Chocolate Brandy Alexander,2021,2,The Dram Shop Central,40.5,2,3.0,13.5,13.5
Chocolate Cherry Stout,2021,2,The Dram Shop Front St.,82.03,13,14.0,6.02,5.5
Chopping Wood Schwarzbier Dark Lager,2021,2,The Dram Shop Front St.,18.75,5,8.0,3.0,3.0
Citra IPA,2021,2,The Dram Shop Front St.,471.2,80,103.0,4.76,4.5
Citra Pale,2021,2,The Dram Shop Central,103.75,17,19.0,5.92,5.5
Clutch Cider,2021,2,The Dram Shop Front St.,602.63,50,75.0,8.88,7.5
Cold Fresh Joy,2021,2,The Dram Shop Front St.,422.04,76,96.0,4.69,4.5
Colmita Lager,2021,2,The Dram Shop Front St.,474.18,48,72.0,6.95,7.0
Columbia Valley Nebbiolo,2021,2,The Dram Shop Front St.,47.25,2,2.0,27.0,27.0
Conflux 18th Amendment Porter,2021,2,The Dram Shop Central,155.87,24,29.0,5.84,4.5
Contemporary Fashion Sour Quad Ale,2021,2,The Dram Shop Front St.,239.0,18,19.0,13.33,12.0
Corkage Fee,2021,2,The Dram Shop Central,8.0,4,4.0,2.0,2.0
Cortese,2021,2,The Dram Shop Front St.,54.0,2,2.0,27.0,8.5
Cutthroat IPA,2021,2,The Dram Shop Front St.,311.36,41,67.0,4.73,4.5
Cyclic Beer Farm Saison,2021,2,The Dram Shop Central,12.75,1,1.0,17.0,17.0
Darby Pub Cider,2021,2,The Dram Shop Front St.,8.75,1,1.0,8.75,8.75
De Achste Hond Peach Sour,2021,2,The Dram Shop Central,92.35,9,11.0,9.0,6.0
Death Before Disco Porter,2021,2,The Dram Shop Front St.,145.75,20,32.0,4.79,5.0
Delirium Nocturnum Belgian Ale,2021,2,The Dram Shop Central,12.0,1,1.0,12.0,12.0
Delirium Tremens,2021,2,The Dram Shop Central,85.36,5,14.0,6.4,6.0
Delirium Tremens,2021,2,The Dram Shop Front St.,42.0,4,7.0,6.0,6.0
Devil's Hump Red,2021,2,The Dram Shop Central,355.49,57,75.0,4.82,4.5
Devil's Hump Red,2021,2,The Dram Shop Front St.,180.52,33,41.0,4.65,4.5
Domaine de Maubet Gascogne Rose,2021,2,The Dram Shop Central,257.2,30,41.0,6.52,6.5
Dry Sparkling Rosé,2021,2,The Dram Shop Central,7.0,1,1.0,7.0,7.0
Duchesse De Bourgogne,2021,2,The Dram Shop Front St.,28.0,2,2.0,14.0,14.0
Dupont Foret Organic Saison,2021,2,The Dram Shop Central,9.0,1,1.0,12.0,12.0
Dupont Foret Organic Saison,2021,2,The Dram Shop Front St.,34.84,2,3.0,12.0,12.0
El Cantaro Tinto,2021,2,The Dram Shop Front St.,27.0,1,1.0,27.0,27.0
El Terrible BA Ivan,2021,2,The Dram Shop Front St.,297.29,48,56.0,5.42,5.5
Extra Special Export Stout,2021,2,The Dram Shop Central,6.5,1,1.0,6.5,6.5
Fancy Papers Hazy,2021,2,The Dram Shop Front St.,731.88,101,152.0,5.15,5.0
Farmhouse Estate Cider,2021,2,The Dram Shop Front St.,43.0,2,2.0,21.5,21.5
Features & Benefits,2021,2,The Dram Shop Central,210.86,39,50.0,4.59,4.5
Features & Benefits,2021,2,The Dram Shop Front St.,166.02,31,39.0,4.44,4.5
Fernandito Sour Ale,2021,2,The Dram Shop Central,90.0,6,6.0,18.0,18.0
Fernandito Sour Ale,2021,2,The Dram Shop Front St.,40.5,3,3.0,18.0,18.0
Flathead Cherry,2021,2,The Dram Shop Front St.,441.83,76,96.0,4.81,4.5
Flying Embers Hard Seltzer,2021,2,The Dram Shop Front St.,13.5,6,9.0,2.0,2.0
From The Tank Rose',2021,2,The Dram Shop Front St.,42.62,4,6.0,7.5,6.5
From the Tank Rosé,2021,2,The Dram Shop Central,32.5,4,5.0,6.5,6.5
Fruit Rolled up,2021,2,The Dram Shop Central,586.37,55,100.0,5.97,5.5
Galactic Cowboy Nitro Imp Stout,2021,2,The Dram Shop Central,477.95,67,89.0,5.47,5.5
Golden Belgian,2021,2,The Dram Shop Central,171.0,26,28.0,6.43,6.0
Gonk Amber,2021,2,The Dram Shop Front St.,335.43,55,70.0,5.04,4.5
Gran Passione Rosso,2021,2,The Dram Shop Central,153.36,21,24.0,6.7,6.5
Grapefruit Radler,2021,2,The Dram Shop Central,9.6,1,2.0,5.0,5.0
Grapefruit Radler,2021,2,The Dram Shop Front St.,44.0,4,4.0,11.0,11.0
Grazing Clouds Hazy IPA,2021,2,The Dram Shop Central,548.28,69,98.0,6.18,5.5
Grazing Clouds Hazy IPA,2021,2,The Dram Shop Front St.,84.75,13,17.0,5.64,5.5
Green's Gluten Free IPA,2021,2,The Dram Shop Front St.,39.0,1,6.0,6.5,6.5
Green's Gluten Reduced Amber Ale,2021,2,The Dram Shop Central,4.88,1,1.0,6.5,6.5
Groomer,2021,2,The Dram Shop Central,67.92,14,15.0,4.78,4.5
Gruner Veltliner,2021,2,The Dram Shop Front St.,32.0,2,2.0,16.0,16.0
Hand Rolled Hazy IPA,2021,2,The Dram Shop Central,311.81,33,55.0,5.86,5.5
Hand Rolled IPA,2021,2,The Dram Shop Central,11.0,1,2.0,5.5,5.5
Harvest Ale IPA,2021,2,The Dram Shop Central,58.2,5,8.0,7.57,6.0
Harvester Cream Ale,2021,2,The Dram Shop Central,361.43,51,73.0,5.12,5.0
Haybag Hefe,2021,2,The Dram Shop Central,242.3,41,62.0,4.38,4.5
Haybag Hefe,2021,2,The Dram Shop Front St.,384.15,62,86.0,4.61,4.5
Hazer Tag,2021,2,The Dram Shop Front St.,247.62,44,62.0,4.5,4.5
Hazy IPA,2021,2,The Dram Shop Central,125.04,20,26.0,5.08,4.5
Hazy Memory IPA,2021,2,The Dram Shop Front St.,24.0,5,8.0,3.0,3.0
Head Case Hazy IPA,2021,2,The Dram Shop Front St.,7.0,3,4.0,3.5,3.5
Head Full of Fresh Hops,2021,2,The Dram Shop Central,41.5,5,11.0,4.42,3.75
Higher Plane Hazy Imperial IPA,2021,2,The Dram Shop Central,128.97,17,27.0,5.08,5.0
Hop Bullet,2021,2,The Dram Shop Central,3.25,1,1.0,3.25,3.25
Hop Bullet Double IPA,2021,2,The Dram Shop Front St.,49.0,3,14.0,3.5,3.5
Il Rosso Lambrusco Emilia IGT,2021,2,The Dram Shop Central,18.0,1,1.0,18.0,18.0
Imagine Nation Alchemy 14 NEIPA,2021,2,The Dram Shop Front St.,10.0,1,2.0,5.0,5.0
Jaanihanso Rose Cider,2021,2,The Dram Shop Front St.,340.12,27,39.0,9.5,9.0
Jamaica Orange Sour with Hibiscus,2021,2,The Dram Shop Central,189.88,24,26.0,8.0,8.0
Jolly Russian,2021,2,The Dram Shop Central,434.0,34,46.0,9.72,8.0
Julius Echter Wurzburger,2021,2,The Dram Shop Central,6.25,1,1.0,6.25,6.25
Keela 2020 - Sour Blonde,2021,2,The Dram Shop Front St.,17.0,1,1.0,17.0,17.0
Keir Sour Saison,2021,2,The Dram Shop Central,50.0,5,6.0,9.0,10.0
Kelly Street Cider,2021,2,The Dram Shop Central,31.0,2,2.0,15.5,15.5
Kronnenbourg 1664 Blanc,2021,2,The Dram Shop Front St.,301.97,38,57.0,5.7,5.5
LUSH IPA,2021,2,The Dram Shop Front St.,400.25,49,82.0,5.35,5.0
La Grange de Piaugier Côtes du Rhône,2021,2,The Dram Shop Central,14.0,1,1.0,14.0,14.0
La Luna Lambrusco (sparkling red),2021,2,The Dram Shop Front St.,36.75,2,2.0,21.0,21.0
Lagunitas IPA,2021,2,The Dram Shop Central,5.5,2,2.0,2.75,2.75
Lagunitas IPA,2021,2,The Dram Shop Front St.,11.0,1,4.0,2.75,2.75
Le Renard Ruse Pinot Noir,2021,2,The Dram Shop Central,12.0,1,1.0,16.0,16.0
Le Renard Ruse Pinot Noir,2021,2,The Dram Shop Front St.,32.0,2,2.0,16.0,16.0
Litro Bianco Skin Contact blend,2021,2,The Dram Shop Central,24.5,1,1.0,24.5,24.5
Litro Bianco Skin Contact blend,2021,2,The Dram Shop Front St.,24.5,1,1.0,24.5,24.5
Little Apples Barrel Aged Cider,2021,2,The Dram Shop Front St.,14.62,1,1.0,19.5,19.5
Lockhorn Bitterroot Valley Brut McIntosh,2021,2,The Dram Shop Central,11.0,1,1.0,11.0,11.0
Lockhorn Cider,2021,2,The Dram Shop Front St.,6.5,2,2.0,3.25,3.25
Lockhorn Grapefruit Mint Cider,2021,2,The Dram Shop Central,3.0,1,1.0,3.0,3.0
Lockhorn Raspberry Cider,2021,2,The Dram Shop Front St.,15.44,4,5.0,3.25,3.25
Luna Joe Coffee Lager,2021,2,The Dram Shop Central,189.78,42,43.0,4.45,4.5
Lupujus 6,2021,2,The Dram Shop Central,832.69,67,103.0,8.59,8.0
Mac and Jack's African Amber,2021,2,The Dram Shop Central,16.0,2,7.0,3.0,2.0
Macon Rouge Selection M,2021,2,The Dram Shop Front St.,113.4,1,4.0,31.5,31.5
Malbec,2021,2,The Dram Shop Central,140.92,13,17.0,9.13,7.5
Malpasso Rosso,2021,2,The Dram Shop Front St.,19.5,2,2.0,19.5,19.5
Mango Milkshake IPA,2021,2,The Dram Shop Front St.,257.36,35,51.0,5.35,5.0
Manhattan NW,2021,2,The Dram Shop Central,96.5,7,7.0,17.29,13.0
Margarita Gose,2021,2,The Dram Shop Front St.,70.46,12,13.0,5.5,4.5
Marshal Zhukov's Imperial Stout,2021,2,The Dram Shop Central,65.0,3,3.0,21.67,25.0
McIntosh Single Variety Cider,2021,2,The Dram Shop Front St.,9.75,1,1.0,9.75,9.75
Mendocino Benchlands,2021,2,The Dram Shop Front St.,58.88,2,2.0,30.0,30.0
Merlot,2021,2,The Dram Shop Central,273.75,27,36.0,10.02,9.5
Merlot,2021,2,The Dram Shop Front St.,429.37,44,54.0,10.82,9.5
Mind Haze,2021,2,The Dram Shop Central,474.88,48,83.0,5.96,5.5
Mind Haze IPA,2021,2,The Dram Shop Front St.,72.0,3,7.0,9.83,13.0
Modelo Especial,2021,2,The Dram Shop Central,5.75,2,3.0,2.25,1.25
Monks Cafe Flemish Sour,2021,2,The Dram Shop Central,17.5,3,5.0,3.5,3.5
Montemelino Malpasso Rosso,2021,2,The Dram Shop Central,19.5,1,1.0,19.5,19.5
Morphos Pet-Nat,2021,2,The Dram Shop Front St.,92.78,5,5.0,18.75,18.75
Morphos Pet-Nat Rose',2021,2,The Dram Shop Front St.,100.0,12,12.0,10.0,8.0
Most,2021,2,The Dram Shop Central,33.0,1,6.0,5.5,5.5
Most,2021,2,The Dram Shop Front St.,25.71,5,5.0,5.5,5.5
Most Classic German Cider,2021,2,The Dram Shop Central,218.73,29,32.0,6.93,6.5
Moteuka Cloud Curtain Hazy Double IPA,2021,2,The Dram Shop Front St.,23.0,3,4.0,5.75,5.75
Mountain Dry Cider,2021,2,The Dram Shop Central,462.37,44,59.0,8.37,7.5
Mountain Dry Cider,2021,2,The Dram Shop Front St.,63.75,5,9.0,7.08,7.5
Mountain Man Scotch,2021,2,The Dram Shop Central,279.75,38,59.0,4.81,4.5
Mountain Man Scotch,2021,2,The Dram Shop Front St.,239.8,40,53.0,4.89,4.5
Mountain Standard,2021,2,The Dram Shop Front St.,97.6,18,26.0,4.23,4.5
Mountains Walking Strata Cloud Curtain,2021,2,The Dram Shop Central,46.0,6,7.0,6.67,6.0
Mulatschak Roter Red,2021,2,The Dram Shop Central,42.0,2,2.0,21.0,21.0
N'ice Chouffe Belgian Strong Dark Ale,2021,2,The Dram Shop Front St.,147.04,14,16.0,9.43,8.0
NZL-60 Cloud Curtain,2021,2,The Dram Shop Central,413.42,45,60.0,7.23,7.0
Nelson Sauvin Cloud Curtain Oat Whip NE Double IPA,2021,2,The Dram Shop Front St.,4.31,1,1.0,5.75,5.75
Never Ending Haze,2021,2,The Dram Shop Front St.,461.49,71,107.0,4.72,4.5
Never Say Die West Coast Double IPA,2021,2,The Dram Shop Front St.,64.05,8,11.0,6.0,6.0
Nevermind West Coast Pale Ale,2021,2,The Dram Shop Central,550.06,72,100.0,5.66,5.5
Nice Fella Pilsner,2021,2,The Dram Shop Front St.,8.0,1,1.0,8.0,8.0
Northwest IPA,2021,2,The Dram Shop Central,737.83,97,155.0,5.19,5.0
O.K Lager,2021,2,The Dram Shop Central,4.5,1,1.0,4.5,4.5
O.K. Lager,2021,2,The Dram Shop Front St.,29.75,3,5.0,6.83,9.0
Oatmeal Stout,2021,2,The Dram Shop Front St.,143.75,23,27.0,5.45,5.0
